title,price_raw,price_billion,area_m2,price_per_m2,district,address,property_type,source,url,crawled_at
nhà đẹp 1/.hà huy giáp ngay sát Cầu Ngã Tư Ga sang GV 2 phút,"2,09 tỷ",2.09,50.0,41800000.0,Quận 12,"Hà Huy Giáp, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/132075570.htm,2026-04-27T20:00:03.010685
"🏡 NHÀ ĐẸP 3 LẦU – HẺM 751 TRẦN XUÂN SOẠN, Q7 🏡",6 tỷ,6.0,35.0,171428571.0,Quận 7,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7",house,chotot.com,https://nha.chotot.com/131960949.htm,2026-04-27T20:00:03.010685
"Mặt tiền 10 m Cư xá phú Lâm B ,p13 Q6","11,2 tỷ",11.2,64.0,175000000.0,Quận 6,"Mặt tiền đg số cư xá phú Lâm B , p13 Q6, Phường 13, Quận 6",house,chotot.com,https://nha.chotot.com/131858201.htm,2026-04-27T20:00:03.010685
Căn hộ 2PN giá chỉ 1.6 tỷ – Thanh toán 600tr nhận suất chuyển nhượng,"1,6 tỷ",1.6,64.0,25000000.0,Quận Bình Tân,"Lý Chiêu hoàng, Phường An Lạc, Quận Bình Tân",apartment,chotot.com,https://nha.chotot.com/131643167.htm,2026-04-27T20:00:03.010685
NHÀ LÊ ĐÌNH CẨN KẾ TÊN LỬA - 3 TẦNG 4x15M CHỦ THIỆN CHÍ BÁN,"4,8 tỷ",4.8,53.0,90566038.0,Quận Bình Tân,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131723070.htm,2026-04-27T20:00:03.010685
"chính chủ cần bán nhà gần chợ, vị trí đẹp, khu dân cư",800 triệu,0.8,19.0,42105263.0,Quận 12,"Đường Trần Thị Cờ, Phường Thới An, Quận 12",house,chotot.com,https://nha.chotot.com/131413121.htm,2026-04-27T20:00:03.010685
BÁN NHÀ ĐƯỜNG SỐ 5- AEONMALL-5MX19M-4 TẦNG-5PN-HẺM Ô TÔ 6M  -SÁT MT,"9,699 tỷ",9.7,92.0,105434783.0,Quận Bình Tân,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132075511.htm,2026-04-27T20:00:03.010685
Bán Gấp Đất Măt Tiền Đường Số 1 12m Vĩnh Lộc A Bình Chánh,6 tỷ,6.0,123.0,48780488.0,Huyện Bình Chánh,"Đường Đường Số 1, Xã Vĩnh Lộc A, Huyện Bình Chánh",other,chotot.com,https://nha.chotot.com/132075503.htm,2026-04-27T20:00:03.010685
NHÀ BÁN 9 CHỦ LÂM VĂN BỀN,970 triệu,0.97,14.0,69285714.0,Quận 7,"Hẻm 30 Lâm Văn Bền, Phường Tân Kiểng, Quận 7",house,chotot.com,https://nha.chotot.com/131837922.htm,2026-04-27T20:00:03.010685
HÒA BÌNH TÂN PHÚ– GẦN ĐẦM SEN– HẺM XE HƠI- 93M2–3 TẦNG – 5PN –CHỈ 8TỶ9,"8,9 tỷ",8.9,93.0,95698925.0,Quận Tân Phú,"Đường Hòa Bình, Phường Phú Thạnh, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132075458.htm,2026-04-27T20:00:03.010685
Chợ Gò Vấp 78m2 Cộng Thêm Sân Vườn 22m2,"7,2 tỷ",7.2,78.4,91836735.0,Quận Gò Vấp,"Đường Lý Thường Kiệt, Phường 4, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/127968152.htm,2026-04-27T20:00:03.010685
Bán nhà mặt tiền hẻm,"1,85 tỷ",1.85,30.0,61666667.0,Thành phố Thủ Đức,"Đường Số 40, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/131149146.htm,2026-04-27T20:00:03.010685
Bán nhà quận 4,"7,5 tỷ",7.5,73.0,102739726.0,Quận 4,"Đường Đoàn Văn Bơ, Phường 18, Quận 4",house,chotot.com,https://nha.chotot.com/132075419.htm,2026-04-27T20:00:03.010685
"Nhà Phố Q8, HXT, Bình Đông, 3 tầng, nở hậu 6.9m, 8.xx tỷ","8,5 tỷ",8.5,120.0,70833333.0,Quận 8,"Đường Bình Đông, Phường 14, Quận 8",house,chotot.com,https://nha.chotot.com/130857585.htm,2026-04-27T20:00:03.010685
"CĂN GÓC ĐẸP NHẤT KDC AN LỘC – GIÁ TỐT HIẾM CÓ, CHỐT NHANH KẺO LỠ!",9 tỷ,9.0,73.0,123287671.0,Quận 12,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12",house,chotot.com,https://nha.chotot.com/132075416.htm,2026-04-27T20:00:03.010685
BÁN NHÀ KHU KIỀU ĐÀM – Quận 7 - 51M - 2 TẦNG VỊ TRÍ ĐẸP,"4,25 tỷ",4.25,51.2,83007812.0,Quận 7,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7",house,chotot.com,https://nha.chotot.com/132075406.htm,2026-04-27T20:00:03.010685
60M² DT4.4*14.2 Kế DG Tên Lửa GIÁ 4.050 TỶ chốt,"4,05 tỷ",4.05,60.0,67500000.0,Quận Bình Tân,"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131123138.htm,2026-04-27T20:00:03.010685
Có 6 căn Nguyễn Quý Yêm Nhiều Giá Nhiều Vị Trí từ 4ty250,"4,25 tỷ",4.25,42.0,101190476.0,Quận Bình Tân,"Đường Nguyễn Quý Yêm, Phường An Lạc A, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131545380.htm,2026-04-27T20:00:03.010685
🌻🌻Bán nhà hẻm 1806 cách xe hơi vài bước chân. Huỳnh Tấn Phát. Nhà Bè,"1,95 tỷ",1.95,25.2,77380952.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/131487390.htm,2026-04-27T20:00:03.010685
GIỮ 15 TỶ – NHẬN NGAY 68TR/THÁNG,"15,2 tỷ",15.2,80.0,190000000.0,Quận Gò Vấp,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/132075348.htm,2026-04-27T20:00:03.010685
Chính chủ cần bán căn nhà cấp 4,"9,5 tỷ",9.5,85.0,111764706.0,Quận Bình Tân,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131985287.htm,2026-04-27T20:00:03.010685
🔴RẺ NHẤT 2PN2WC ORIGAMI -VINHOMES GRAND PARK ULL NỘI THẤT- SẴN SỔ HỒNG,3 tỷ,3.0,60.0,50000000.0,Thành phố Thủ Đức,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức",apartment,chotot.com,https://nha.chotot.com/132019644.htm,2026-04-27T20:00:03.010685
Bán nhà căn góc hẻm xe hơi đường 31 Tân Kiểng,"1,56 tỷ",1.56,16.0,97500000.0,Quận 7,"Đường Số 31, Phường Tân Kiểng, Quận 7",house,chotot.com,https://nha.chotot.com/130371854.htm,2026-04-27T20:00:03.010685
MT 207 nguyễn tiểu la 4.5 x10 3 tầng,"12,85 tỷ",12.85,45.0,285555556.0,Quận 10,"Đường Nguyễn Tiểu La, Phường 5, Quận 10",house,chotot.com,https://nha.chotot.com/132075275.htm,2026-04-27T20:00:03.010685
bán đất có nhà cấp 4,4 tỷ,4.0,338.5,11816839.0,Huyện Củ Chi,"Đường Phú Mỹ, Xã Phú Hòa Đông, Huyện Củ Chi",house,chotot.com,https://nha.chotot.com/132000647.htm,2026-04-27T20:00:03.010685
BÁN ĐẤT MT NGUYỄN VĂN KHẠ.TT CỦ CHI.GIÁ 900TR.DT 440m2.ĐÃ CÓ SỔ.,900 triệu,0.9,440.0,2045455.0,Huyện Củ Chi,"Đường Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131692176.htm,2026-04-27T20:00:03.010685
"Bán Nhà Mặt Tiền Đường Văn Thân, phường 8 quận 6.",28 tỷ,28.0,121.0,231404959.0,Quận 6,"Đường Văn Thân, Phường 8, Quận 6",house,chotot.com,https://nha.chotot.com/130554356.htm,2026-04-27T20:00:03.010685
Căn hộ ở liền 2PN-1WC mt Kinh Dương Vương Bình Tân,"2,4 tỷ",2.4,60.0,40000000.0,Quận Bình Tân,"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân",apartment,chotot.com,https://nha.chotot.com/130904517.htm,2026-04-27T20:00:03.010685
"🔥 NGANG KHỦNG 6M-DÀI 15M -3PN,2WC -GIÁ 5.5TỶ(TL)- SÁT VÁCH EMART 2 🔥","5,5 tỷ",5.5,70.0,78571429.0,Quận Gò Vấp,"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/131986987.htm,2026-04-27T20:00:03.010685
520tr chủ rớt ngay cuốn rổ sang tên ngay trần tử bình mặt tiền hay nan,520 triệu,0.52,180.0,2888889.0,Huyện Củ Chi,"Đường Trần Tử Bình, Xã Tân Thông Hội, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131532352.htm,2026-04-27T20:00:03.010685
 cầu thì liên hệ để khỏi mất thời gian . K tiêp cò nhe,"3,85 tỷ",3.85,30.0,128333333.0,Quận Gò Vấp,"Đường Lương Ngọc Quyến, Phường 5, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/131923426.htm,2026-04-27T20:00:03.010685
bán biệt thự mini đường số 22 lê văn quới,"7,5 tỷ",7.5,55.0,136363636.0,Quận Bình Tân,"Đường số 22, Phường Bình Hưng Hoà A, Quận Bình Tân",villa,chotot.com,https://nha.chotot.com/131679745.htm,2026-04-27T20:00:03.010685
BÁN NHÀ HXH 5M - LIÊN KHU 4-5 - 3 TẦNG - 4PN - Ở NGAY,"3,5 tỷ",3.5,44.0,79545455.0,Quận Bình Tân,"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132075208.htm,2026-04-27T20:00:03.010685
"Bán Nhà Hẻm Xe Hơi,Lê Trọng Tấn, Bình Tân","5,7 tỷ",5.7,80.0,71250000.0,Quận Bình Tân,"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131489113.htm,2026-04-27T20:00:03.010685
hẻm xe hơi hoàng hoa thám sử dụng 45m2,"8,5 tỷ",8.5,45.0,188888889.0,Quận Bình Thạnh,"Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh",house,chotot.com,https://nha.chotot.com/132075175.htm,2026-04-27T20:00:03.010685
"🌻🌻NHÀ HẺM THÔNG, VỊ TRÍ ĐẸP, HẺM 2129 HUỲNH TẤN PHÁT.NHÀ BÈ🌻🌻","2,35 tỷ",2.35,36.0,65277778.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/131247499.htm,2026-04-27T20:00:03.010685
Hot - Căn giá tốt Trellia Chỉ 1.5 tỷ Sở Hữu Căn 2 PN 2 WC DT 76m2,"5,025 tỷ",5.03,76.0,66184211.0,Huyện Bình Chánh,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh",apartment,chotot.com,https://nha.chotot.com/131777341.htm,2026-04-27T20:00:03.010685
🌷100tr gởi ACE Đất kề Centuria ĐƯỜNG VEN SÔNG SG,"5,3 tỷ",5.3,50.0,106000000.0,Quận 12,"125 VL Đường Ven Sông, Phường An Phú Đông, Quận 12",other,chotot.com,https://nha.chotot.com/130216311.htm,2026-04-27T20:00:03.010685
"Nha Mat Tien, tien kinh doanh",19 tỷ,19.0,52.4,362595420.0,Quận 5,"Đường Nguyễn Văn Đừng, Phường 6, Quận 5",house,chotot.com,https://nha.chotot.com/130872936.htm,2026-04-27T20:00:03.010685
"Nhà Rẻ 5,2 x 2,5m 1Lầu Đúc (1PN 2WC) Hẻm 3m. 1/ Hoàng Văn Hoè. Tân Phú","2,35 tỷ",2.35,13.0,180769231.0,Quận Tân Phú,"Đường Hoàng Văn Hòe, Phường Tân Quý, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132075152.htm,2026-04-27T20:00:03.010685
"BÁN 107M ĐẤT THỔ CƯ PHÁP LÝ ĐẦY ĐỦ, XÂY DỰNG TỰ DO, ĐƯỜNG XE 5T ","2,99 tỷ",2.99,107.0,27943925.0,Huyện Hóc Môn,"Đường Xuân Thới Sơn 36, Xã Xuân Thới Sơn, Huyện Hóc Môn",land,chotot.com,https://nha.chotot.com/132057888.htm,2026-04-27T20:00:03.010685
bán nhà đường số 19 Linh Chiểu ngay đại học Ngân Hàng hoàng diệu 2,"3,2 tỷ",3.2,35.0,91428571.0,Thành phố Thủ Đức,"Đường Số 19, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/126862769.htm,2026-04-27T20:00:03.010685
nhà lầu đường số 11 Trường Thọ gần Metro Bình Thái sổ hồng hoàn công,4 tỷ,4.0,69.5999,57471347.0,Thành phố Thủ Đức,"Đường Số 11, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/131446957.htm,2026-04-27T20:00:03.010685
"Bán 2PN 71m2 Emerald Celadon, lầu 8, view nội khu, full NT, giá 5,5 tỷ","5,5 tỷ",5.5,71.1999,77247300.0,Quận Tân Phú,"N1, Phường Sơn Kỳ, Quận Tân Phú",apartment,chotot.com,https://nha.chotot.com/132075113.htm,2026-04-27T20:00:03.010685
"Bán nhà Phạm Thế Hiển Quận 8 - 60m2, 4 tầng, View công viên, Nhỉnh 6Ty","6,2 tỷ",6.2,60.0,103333333.0,Quận 8,"Đường Cao Lỗ, Phường 4, Quận 8",house,chotot.com,https://nha.chotot.com/132075080.htm,2026-04-27T20:00:03.010685
"Cần sang tên nhà gần Vòng Xoay An Lạc, giá 850tr. Sổ riêng.",850 triệu,0.85,85.4,9953162.0,Huyện Bình Chánh,"Đường Khuất Văn Bức, Xã Tân Kiên, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/131521670.htm,2026-04-27T20:00:03.010685
"Hẻm an ninh, sau lưng căn mặt tiền Hà Huy Giáp.  1/1/5 tx38 phường thớ","6,38 tỷ",6.38,53.0,120377358.0,Quận 12,"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/132075067.htm,2026-04-27T20:00:03.010685
"NHÀ 60m2 -  2Tỷ2💰 – SHR, HOÀN CÔNG ĐỦ – CÁCH MẶT TIỀN CHỈ 100M","2,2 tỷ",2.2,63.0,34920635.0,Huyện Hóc Môn,"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn",house,chotot.com,https://nha.chotot.com/132075055.htm,2026-04-27T20:00:03.010685
🔴2PN2WC ORIGAMI đầy đủ nội thất có sổ hồng-VINHOMES GRAND PARK Q9,"3,05 tỷ",3.05,60.0,50833333.0,Thành phố Thủ Đức,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức",apartment,chotot.com,https://nha.chotot.com/132020078.htm,2026-04-27T20:00:03.010685
NHÀ VỊ TRÍ HIẾM – NGAY CHỢ QL50 – TIỀM NĂNG TĂNG GIÁ,"1,95 tỷ",1.95,75.0,26000000.0,Huyện Bình Chánh,"Cầu vượt Quốc lộ 50, Xã Đa Phước, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/131569856.htm,2026-04-27T20:00:03.010685
Đất 6x42 mặt tiền Đông Thạnh 2-8,"5,5 tỷ",5.5,251.0,21912351.0,Huyện Hóc Môn,"Đường Đông Thạnh 2, Xã Đông Thạnh, Huyện Hóc Môn",other,chotot.com,https://nha.chotot.com/131840384.htm,2026-04-27T20:00:03.010685
🔥 HIẾM ! NHÀ QUẬN 9 – GẦN NGÃ BA TAM ĐA - 60M² - 2 TẦNG BTCT- CHỈ 4.4,"4,4 tỷ",4.4,60.0,73333333.0,Thành phố Thủ Đức,"Đường Số 9, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132075038.htm,2026-04-27T20:00:03.010685
"Đất mặt tiền, ngay tỉnh lộ 15 - Tân Thạnh Đông - Củ Chi","6,79 tỷ",6.79,840.0,8083333.0,Huyện Củ Chi,"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131420159.htm,2026-04-27T20:00:03.010685
Sang Ngộp đất 129m2 gần chợ Tân Thông Hội Củ Chi sát Ql22 3p,850 triệu,0.85,129.0,6589147.0,Huyện Củ Chi,"Đường Số 28, Xã Tân Thông Hội, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131485059.htm,2026-04-27T20:00:03.010685
"Tòa Căn Hộ 24 Phòng MT Bình Thạnh – Thu 130tr/th – Giá Chỉ 37,8 Tỷ","37,8 tỷ",37.8,145.0,260689655.0,Quận Bình Thạnh,"Đường Phan Văn Trị, Phường 12, Quận Bình Thạnh",apartment,chotot.com,https://nha.chotot.com/131910102.htm,2026-04-27T20:00:03.010685
bán nhà 50/19A đường tô hiệu,"5,5 tỷ",5.5,52.2,105363985.0,Quận Tân Phú,"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/131854568.htm,2026-04-27T20:00:03.010685
"170Tr/m2 Hẻm 8M CMT8,Ngang 4m, Gần 400m2 sàn, giảm 2Tỷ còn 11,99T","11,99 tỷ",11.99,70.0,171285714.0,Quận Tân Bình,"Đường Cách Mạng Tháng 8, Phường 5, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/130461571.htm,2026-04-27T20:00:03.010685
Nhà cấp bốn 85m2 xã Bà Điểm Hóc môn,"1,7 tỷ",1.7,85.0,20000000.0,Huyện Hóc Môn,"Đường Tiền Lân 12, Xã Bà Điểm, Huyện Hóc Môn",house,chotot.com,https://nha.chotot.com/131609805.htm,2026-04-27T20:00:03.010685
BÁN GẤP ĐẤT NỀN CỦ CHI.DT 125m2.MẶT TIỀN TT CỦ CHI,650 triệu,0.65,125.0,5200000.0,Huyện Củ Chi,"Đường Số 9, Xã Tân Thông Hội, Huyện Củ Chi",land,chotot.com,https://nha.chotot.com/131682552.htm,2026-04-27T20:00:03.010685
NHÀ 3 TẦNG 4.3X8.8M TRẦN ĐẠI NGHĨA GẦN VX ,"2,65 tỷ",2.65,38.0,69736842.0,Quận Bình Tân,"Võ Văn Vân, Phường Tân Tạo, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/129980992.htm,2026-04-27T20:00:03.010685
"Bán Nhà C 3 Phạm Hùng,Bình Hưng",820 triệu,0.82,15.0,54666667.0,Huyện Bình Chánh,"Đường Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/132023843.htm,2026-04-27T20:00:03.010685
CHDV góc 2MT 87m2 6 tầng 15p 1MB thang máy hxh Huỳnh Văn Nghệ Tân Bình,"21,6 tỷ",21.6,87.0,248275862.0,Quận Tân Bình,"Đường Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/130465837.htm,2026-04-27T20:00:03.010685
NHÀ 3 TẦNG 4X12 HƯƠNG LỘ 2 HẺM 5M,"3,38 tỷ",3.38,50.0,67600000.0,Quận Bình Tân,"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132074957.htm,2026-04-27T20:00:03.010685
🌻🌻Siêu phẩm mới hoàn thiện Hẻm 2174 Huỳnh Tấn Phát Nhà Bè,"6,35 tỷ",6.35,52.0,122115385.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/130338071.htm,2026-04-27T20:00:03.010685
Bán căn hộ CC 4S Linh Đông - 63m2 - full nội thất - 3.3 Tỷ,"3,3 tỷ",3.3,63.0,52380952.0,Thành phố Thủ Đức,"Đường số 30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức",apartment,chotot.com,https://nha.chotot.com/132074912.htm,2026-04-27T20:00:03.010685
✅NHÀ  751/20 TRẦN XUÂN SOẠN Q7 . 3 LẦU . 3PN 4WC,6 tỷ,6.0,120.0,50000000.0,Quận 7,"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7",house,chotot.com,https://nha.chotot.com/129304594.htm,2026-04-27T20:00:03.010685
Mặt tiền Q12 4x20 3 lầu ngay UBND Phường Tân Thới Hiệp.,"9,1 tỷ",9.1,80.0,113750000.0,Quận 12,"Đường Tân Thới Hiệp 09, Phường Tân Thới Hiệp, Quận 12",house,chotot.com,https://nha.chotot.com/130245850.htm,2026-04-27T20:00:03.010685
Định cư_bán Rẻ 275m2 đất Kho Xưởng CHDV thu $ Ổn QL13 QL1A CHỢ ĐẦU MỐI,"22,5 tỷ",22.5,275.0,81818182.0,Thành phố Thủ Đức,"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức",other,chotot.com,https://nha.chotot.com/119503100.htm,2026-04-27T20:00:03.010685
Nhà Gò Vấp 5 x 12 . Trệt 2 lầu . Hẻm xe hơi,"5,15 tỷ",5.15,60.0,85833333.0,Quận Gò Vấp,"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/131902838.htm,2026-04-27T20:00:03.010685
Chỉ 4 tỷ nhỉnh bán nhà 2PN ở ngay - HXH thông - gần chợ Tân Hương,"4,8 tỷ",4.8,41.0,117073171.0,Quận Tân Phú,"Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132074865.htm,2026-04-27T20:00:03.010685
"Hạ giá bán nhanh căn hộ 2PN Vinhomes Central Park, view thoáng đẹp",9 tỷ,9.0,82.0,109756098.0,Quận Bình Thạnh,"Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh",apartment,chotot.com,https://nha.chotot.com/131174269.htm,2026-04-27T20:00:03.010685
"MTKD 2 tầng, DT 4x15, giá 7.x tỷ, Tây Thạnh, Tân Phú",7 tỷ,7.0,60.0,116666667.0,Quận Tân Phú,"Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132074846.htm,2026-04-27T20:00:03.010685
🏡 Đoàn Giỏi – Đối diện AEON Tân Phú – 4x16m – 3 Tầng – HXH Thông – 5.3,"5,35 tỷ",5.35,64.0,83593750.0,Quận Tân Phú,"Đường Đoàn Giỏi, Phường Sơn Kỳ, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/131803897.htm,2026-04-27T20:00:03.010685
Nhà Tân Bình Lê Văn Huân gần Ga T3 3 tầng 3PN nở hậu HXH chỉ 6.5 tỷ,"6,5 tỷ",6.5,44.0,147727273.0,Quận Tân Bình,"Đường Lê Văn Huân, Phường 13, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/131414295.htm,2026-04-27T20:00:03.010685
Nhà 4 Tầng mặt tiền  Vành Đai Trong Quận Bình Tân,"17,5 tỷ",17.5,88.0,198863636.0,Quận Bình Tân,"Vành Đai Trong, Phường Bình Trị Đông, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132035811.htm,2026-04-27T20:00:03.010685
Phòng mua bán Ngân Hàng VIB cần bán tài sản,"9,42 tỷ",9.42,114.0999,82559231.0,Quận 7,"Đường Trần Xuân Soạn, Phường Tân Kiểng, Quận 7",house,chotot.com,https://nha.chotot.com/131968214.htm,2026-04-27T20:00:03.010685
Bán đất mặt tiền đường TL38 phường An Phú Đông Q12,"3,59 tỷ",3.59,67.0,53582090.0,Quận 12,"Tl38, Phường An Phú Đông, Quận 12",other,chotot.com,https://nha.chotot.com/132074798.htm,2026-04-27T20:00:03.010685
Bán CHDV,"23,5 tỷ",23.5,229.6,102351916.0,Quận Bình Tân,"Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/131537700.htm,2026-04-27T20:00:03.010685
"CHDV 10P Mặt tiền KD Lạc Long Quân,Q. Tân Bình, dt58m2 đúc thật 6 tầng","13,8 tỷ",13.8,58.0,237931034.0,Quận Tân Bình,"Đường Lạc Long Quân, Phường 8, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/129097467.htm,2026-04-27T20:00:03.010685
BÁN NHÀ HƯƠNG LỘ 2 - GẦN COOP MART BÌNH TÂN 25M2 KO LỘ GIỚI - BAO VAY,"2,3 tỷ",2.3,25.0,92000000.0,Quận Bình Tân,"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132074776.htm,2026-04-27T20:00:03.010685
Đất 5x19 đường nhựa 7m thông hai xẹc Đông Thạnh 4,"4,05 tỷ",4.05,95.5999,42364061.0,Huyện Hóc Môn,"Đường Đông Thạnh 4, Xã Đông Thạnh, Huyện Hóc Môn",other,chotot.com,https://nha.chotot.com/127882052.htm,2026-04-27T20:00:03.010685
BÁN CĂN GÓC HAI MẶT TIỀN KẾ NGUYỄN SƠN QUẬN TÂN PHÚ - 8Mx19M,"20,5 tỷ",20.5,150.0,136666667.0,Quận Tân Phú,"Đường Phạm Vấn, Phường Phú Thọ Hòa, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132074761.htm,2026-04-27T20:00:03.010685
"Bán Nhà ngay Trần Văn Quang, nhỉnh 5 tỷ, diện tích 2,95x11",5 tỷ,5.0,40.0,125000000.0,Quận Tân Bình,"Đường Trần Văn Quang, Phường 10, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/132074756.htm,2026-04-27T20:00:03.010685
"Cần bán gấp nhà hẻm rộng 6m, thông suốt, hồ thị kỹ,8x5=3tầng,giá,5t2","5,2 tỷ",5.2,23.0,226086957.0,Quận 10,"Đường Hồ Thị Kỷ, Phường 1, Quận 10",house,chotot.com,https://nha.chotot.com/132074755.htm,2026-04-27T20:00:03.010685
🌻🌻Bán Nhà hẻm 2295/ Huỳnh Tấn Phát. Thị Trấn Nhà Bè🌻2 TỶ 530 TL,"2,53 tỷ",2.53,35.2,71875000.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/129624044.htm,2026-04-27T20:00:03.010685
"NHÀ 3 TẦNG MƠI XÂY DT 48M2, HẺM XE HƠI - PHẠM VĂN CHIÊU - GÒ VẤP","6,68 tỷ",6.68,48.0,139166667.0,Quận Gò Vấp,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/132004486.htm,2026-04-27T20:00:03.010685
"Cần bán gấp nhà hẻm rộng 5m, trần văn đang,3,5x7=4 tầng, giá,4,9 tỷ","4,9 tỷ",4.9,21.0,233333333.0,Quận 3,"trần văn đang, Phường 11, Quận 3",house,chotot.com,https://nha.chotot.com/132074726.htm,2026-04-27T20:00:03.010685
"3.65 Tỷ HẺM XE TẢI, XD 4TẦNG, BÌNH CHIỂU, THỦ ĐỨC, HCM","3,65 tỷ",3.65,58.0,62931034.0,Thành phố Thủ Đức,"Đường Ngô Chí Quốc, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức",other,chotot.com,https://nha.chotot.com/132074696.htm,2026-04-27T20:00:03.010685
