title,price_raw,price_billion,area_m2,price_per_m2,district,address,property_type,source,url,crawled_at
"Bán nhà Quang Trung, 35m2, 2 Tầng, 2PN, kế chợ Hạnh Thông Tây , TL",3 tỷ,3.0,35.0,85714286.0,Quận Gò Vấp,"Đường Quang Trung, Phường 10, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/132060641.htm,2026-04-27T20:00:03.010685
"✅Nhà 2 phòng ngủ, khu dân cư, hẻm 994 Huỳnh Tấn Phát","1,05 tỷ",1.05,17.0,61764706.0,Quận 7,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7",house,chotot.com,https://nha.chotot.com/129569050.htm,2026-04-27T20:00:03.010685
Nhà gần đường Vườn Lài- p. An Phú Đông,"4,13 tỷ",4.13,50.0,82600000.0,Quận 12,"Rạch Thầy Bảo, Phường An Phú Đông, Quận 12",house,chotot.com,https://nha.chotot.com/132000267.htm,2026-04-27T20:00:03.010685
"Bán nhà mới, hẻm ô tô 122 Bình Trị Đông, DT 4 x 15.5m, 3 tấm, 6.66 tỷ.","6,66 tỷ",6.66,62.0,107419355.0,Quận Bình Tân,"Đường Bình Trị Đông, Phường Bình Trị Đông B, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132073319.htm,2026-04-27T20:00:03.010685
"NHÀ PHỐ CHUẨN SỔ HỒNG RIÊNG HXH HUỲNH TẤN PHÁT NB 5X16,5M GIÁ 7 TỶ 490","7,49 tỷ",7.49,82.5,90787879.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/131535825.htm,2026-04-27T20:00:03.010685
Căn Góc Hẻm Xe Hơi Kinh Doanh Ngày Đêm (6x10) HTP về Q7 10p chỉ 3.5 tỷ,"3,5 tỷ",3.5,49.0,71428571.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/132053849.htm,2026-04-27T20:00:03.010685
"🔥 GIẢM SỐC 50TR – NHÀ NGAY CÔNG VIÊN AN SƯƠNG – CHỈ 4,65 TỶ 🔥","4,65 tỷ",4.65,65.0,71538462.0,Quận 12,"Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Quận 12",house,chotot.com,https://nha.chotot.com/132058303.htm,2026-04-27T20:00:03.010685
"Bán nhà mặt tiền đường lớn xã Đông Thạnh, Hóc Môn ( 8 tỷ)",8 tỷ,8.0,163.0,49079755.0,Huyện Hóc Môn,"Thới Tam Thôn 6, Xã Đông Thạnh, Huyện Hóc Môn",house,chotot.com,https://nha.chotot.com/132073290.htm,2026-04-27T20:00:03.010685
nhà Bán Đường Phạm Thế Hiển. Ngay Ngã Tư Cao Lỗ P4Q8,"6,78 tỷ",6.78,50.0999,135329611.0,Quận 8,"Đường Phạm Thế Hiển, Phường 4, Quận 8",house,chotot.com,https://nha.chotot.com/131938023.htm,2026-04-27T20:00:03.010685
NHÀ MỚI 4 TẦNG LẠC LONG QUÂN – HXH – FULL NỘI THẤT – 5.98 TỶ TL,"5,98 tỷ",5.98,35.0,170857143.0,Quận Tân Bình,"Đường Lạc Long Quân, Phường 10, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/132051736.htm,2026-04-27T20:00:03.010685
Chủ ngộp bán gấp nhà đường liên ấp 234 Vĩnh Lộc A 4x12 4pn 1tỷ9 có TL,"1,9 tỷ",1.9,48.0,39583333.0,Huyện Bình Chánh,"Đường Liên Ấp 2-3-4, Xã Vĩnh Lộc A, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/132059678.htm,2026-04-27T20:00:03.010685
"Siêu phẩm Nhà Phố xây mới 4,2m nở hậu 5,3mx18m. Vị trí trung tâm Q.12","8,7 tỷ",8.7,83.0,104819277.0,Quận 12,"Đường Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12",house,chotot.com,https://nha.chotot.com/131494347.htm,2026-04-27T20:00:03.010685
Nhà Phố 4 Tầng Ngang 5m 1/ Đường Nguyễn Thị Kiểu,"7,45 tỷ",7.45,60.0,124166667.0,Quận 12,"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12",house,chotot.com,https://nha.chotot.com/131602100.htm,2026-04-27T20:00:03.010685
Bán Nhà KDC Cao Lõ P4Q8,"11,5 tỷ",11.5,54.0,212962963.0,Quận 8,"Đường 204 Cao Lỗ, Phường 4, Quận 8",house,chotot.com,https://nha.chotot.com/130023092.htm,2026-04-27T20:00:03.010685
"HXH PHẠM VĂN BẠCH, TÂN SƠN , NGANG 6.5M HIẾM","12,1 tỷ",12.1,117.0,103418803.0,Quận Tân Bình,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/131406272.htm,2026-04-27T20:00:03.010685
"ĐẤT TÂY LÂN 4M x 18m- Full thổ-Hẻm 5m có lề,Xây dựng 5 tầng,Chỉ 4,1 tỷ","4,1 tỷ",4.1,72.0,56944444.0,Quận Bình Tân,"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân",other,chotot.com,https://nha.chotot.com/132053839.htm,2026-04-27T20:00:03.010685
Nhà 2 lầu ngay trường học nguyễn văn thệ,"1,48 tỷ",1.48,40.0,37000000.0,Quận 12,"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/131850564.htm,2026-04-27T20:00:03.010685
bán nhà chính chủ tx 22 gần chợ mknh phát full nội thất giá 6ty350,"6,35 tỷ",6.35,68.0,93382353.0,Quận 12,"tx, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/132073191.htm,2026-04-27T20:00:03.010685
Nhà phố Thang máy 4.5x20m hẻm 8m thông nội thất nhập khẩu Thạnh xuân25,"8,78 tỷ",8.78,88.0,99772727.0,Quận 12,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/131458075.htm,2026-04-27T20:00:03.010685
"Nhà mới góc 2MT lửng 3 lầu 5,10x11 4PN gara oto full nội thất cao cấp","6,7 tỷ",6.7,56.0999,119429803.0,Quận 12,"Thạnh Xuân 35, Phường Thạnh Lộc, Quận 12",house,chotot.com,https://nha.chotot.com/131736963.htm,2026-04-27T20:00:03.010685
Bán mặt tiền MAN THIỆN. SÁT CHỢ ĐÊM. K TIẾP QUẢNG CÁO,"16,5 tỷ",16.5,155.0,106451613.0,Thành phố Thủ Đức,"Đường Man Thiện, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức",other,chotot.com,https://nha.chotot.com/132054872.htm,2026-04-27T20:00:03.010685
"Đất 1/ ngắn Thạnh Xuân 52 4x12,5 sát trường cấp 2 Tô ngọc Vân","2,85 tỷ",2.85,50.0,57000000.0,Quận 12,"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12",other,chotot.com,https://nha.chotot.com/131737250.htm,2026-04-27T20:00:03.010685
đất siêu đẹp đường Thạnh Lộc 15- gần Ngã 4 ga,"3,69 tỷ",3.69,62.0,59516129.0,Quận 12,"Thạnh Lộc 15, Phường An Phú Đông, Quận 12",other,chotot.com,https://nha.chotot.com/132073173.htm,2026-04-27T20:00:03.010685
"nhà nở hậu, ngang 4,5m dài 12m đúc 3 tầng ST hẻm 4m Hồng Bàng","6,3 tỷ",6.3,51.0,123529412.0,Quận 6,"Đường Hồng Bàng, Phường 9, Quận 6",house,chotot.com,https://nha.chotot.com/132051000.htm,2026-04-27T20:00:03.010685
"Bán gấp nhà góc 2MT 4x16m, 1 Lầu, 3PN - Full NT hẽm 6m Hồ Đắc Di","6,9 tỷ",6.9,63.0,109523810.0,Quận Tân Phú,"Đường Hồ Đắc Di, Phường Tây Thạnh, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/131733531.htm,2026-04-27T20:00:03.010685
"BÁN NHÀ LŨY BÁN BÍCH TÂN THỚI HÒA TÂN PHÚ 58m2(6X10) 4 TẦNG 5,9T TL","5,9 tỷ",5.9,58.0,101724138.0,Quận Tân Phú,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132060931.htm,2026-04-27T20:00:03.010685
VIP TÂY THẠNH CÁCH 1 CĂN HẺM Ô TÔ 3 TẦNG DT 4X10,4 tỷ,4.0,40.0,100000000.0,Quận Tân Phú,"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/131115838.htm,2026-04-27T20:00:03.010685
"CĂN 1PN + VIEW ĐẸP NHẤT PiCity, Tháp Cao Cấp -  FULL NT - Chính Chủ","2,85 tỷ",2.85,50.0,57000000.0,Quận 12,"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12",apartment,chotot.com,https://nha.chotot.com/132069958.htm,2026-04-27T20:00:03.010685
"BÁN NHÀ CHÍNH CHỦ – KÊNH TÂN HÓA, TÂN PHÚ","5,4 tỷ",5.4,46.2,116883117.0,Quận Tân Phú,"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132051414.htm,2026-04-27T20:00:03.010685
"🍇NHÀ HXH ĐẸP 5.6 ×12 (78.5m²) GẦN MT HỒNG LẠC, TÂN BÌNH 👉6TỶ290","6,29 tỷ",6.29,79.0,79620253.0,Quận Tân Bình,"Đường Hồng Lạc, Phường 10, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/132053165.htm,2026-04-27T20:00:03.010685
"❤️‍🔥CĂN GÓC 2 MẶT TIỀN - NHÀ MỚI FULL NỘI THÁT- 3PN, 2WC-33M2, 2TẦNG","5,3 tỷ",5.3,33.0,160606061.0,Quận Bình Thạnh,"Đường Bạch Đằng, Phường 2, Quận Bình Thạnh",house,chotot.com,https://nha.chotot.com/132053557.htm,2026-04-27T20:00:03.010685
ĐẤT DỰ ÁN LÊ VĂN LƯƠNG PHƯỚC KIỂN.LIỀN KỀ LĐH,"8,5 tỷ",8.5,125.0,68000000.0,Huyện Nhà Bè,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè",other,chotot.com,https://nha.chotot.com/126948915.htm,2026-04-27T20:00:03.010685
bán tòa nhà văn phòng hiệp bình chánh – Thủ Đức – 31tỷ/6T.,31 tỷ,31.0,182.0,170329670.0,Thành phố Thủ Đức,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132047148.htm,2026-04-27T20:00:03.010685
NHÀ HẺM RỘNG GIÁ RẺ - giáp Tân Phú,"2,68 tỷ",2.68,24.0,111666667.0,Quận Bình Tân,"Đường số 9, Phường Bình Hưng Hòa, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132053705.htm,2026-04-27T20:00:03.010685
Bán Nhà Quang Trung GV DT 4*10m 1 Lầu 2pn 2wc,"4,85 tỷ",4.85,36.0,134722222.0,Quận Gò Vấp,"Đường Quang Trung, Phường 14, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/130528915.htm,2026-04-27T20:00:03.010685
"Bán gấp 1.122 m2 đất xã Phạm Văn Cội, Củ Chi - Tặng nhà cấp 4 - Giá tố","12,8 tỷ",12.8,1122.0,11408200.0,Huyện Củ Chi,"Đường Số 489, Xã Phạm Văn Cội, Huyện Củ Chi",house,chotot.com,https://nha.chotot.com/132060930.htm,2026-04-27T20:00:03.010685
Đi định cư bán căn góc 3pn 2wc full nội thất chung cư DreamHome Palace,"2,95 tỷ",2.95,79.0,37341772.0,Quận 8,"Trịnh Quang Nghị, Phường 7, Quận 8",apartment,chotot.com,https://nha.chotot.com/132073065.htm,2026-04-27T20:00:03.010685
"CHO THUÊ / BÁN CĂN HỘ GIAI VIỆT QUẬN 8. 4,3 tỷ","4,3 tỷ",4.3,79.0,54430380.0,Quận 8,"Tạ Quang Bửu, Phường 5, Quận 8",apartment,chotot.com,https://nha.chotot.com/131876433.htm,2026-04-27T20:00:03.010685
NHÀ CHÍNH CHỦ SHR ( 1Tr. 1L. 3P. NGỦ ) Giá: 4.2 tỷ,"4,2 tỷ",4.2,60.0,70000000.0,Quận 12,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/126922597.htm,2026-04-27T20:00:03.010685
Căn hộ chung cư Sacomreal 584 - Full nội thất,"3,9 tỷ",3.9,79.0,49367089.0,Quận Tân Phú,"Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú",apartment,chotot.com,https://nha.chotot.com/132060632.htm,2026-04-27T20:00:03.010685
nhà bán Thống Nhất Gò Vấp Dưới 4 Tỷ,"3,8 tỷ",3.8,36.0,105555556.0,Quận Gò Vấp,"thống nhất, Phường 15, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/131938776.htm,2026-04-27T20:00:03.010685
ĐẤT MẶT TIỀN VONG CUNG TÂY BẮC,"5,8 tỷ",5.8,118.0,49152542.0,Quận 12,"VÒNG CUNG TÂY BẮC, Phường Thới An, Quận 12",other,chotot.com,https://nha.chotot.com/131267175.htm,2026-04-27T20:00:03.010685
🚘🚘BÁN NHÀ MẶT TIỀN HẺM THÔNG - XE HƠI CHẠY NGANG NHÀ - QUẬN 7,"2,89 tỷ",2.89,24.0,120416667.0,Quận 7,"Đường Số 29, Phường Tân Kiểng, Quận 7",house,chotot.com,https://nha.chotot.com/131342704.htm,2026-04-27T20:00:03.010685
75m2. CHỈ TỪ 3.59 TỈ - 3.65 TỈ KHU VIP ^^ BÁN CHUNG CƯ PHÚ GIA HƯNG,"3,59 tỷ",3.59,75.0,47866667.0,Quận Gò Vấp,"2, Phường 15, Quận Gò Vấp",apartment,chotot.com,https://nha.chotot.com/131994774.htm,2026-04-27T20:00:03.010685
"Chung cư tiện ích, phù hợp cho mọi gia đình!","4,3 tỷ",4.3,170.0,25294118.0,Quận 12,"Đường Lê Thị Riêng, Phường Thới An, Quận 12",apartment,chotot.com,https://nha.chotot.com/131821566.htm,2026-04-27T20:00:03.010685
"Bán nhà hẻm xe hơi Hiệp Bình Chánh, 68m2, 3 tầng, 4PN - chỉ 4,1 tỷ TL","4,1 tỷ",4.1,68.0,60294118.0,Thành phố Thủ Đức,"Đường 38, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/131930100.htm,2026-04-27T20:00:03.010685
Bán đất đường xe tải trãi nhựa 109.5 m2 đất nở hậu đẹp,"4,7 tỷ",4.7,109.5,42922374.0,Huyện Hóc Môn,"Đường Bà Điểm 4, Xã Bà Điểm, Huyện Hóc Môn",other,chotot.com,https://nha.chotot.com/131617283.htm,2026-04-27T20:00:03.010685
Bán Nhà nát Đất vuông vức 50.5m2 đường trước nhà 4m hết lộ giới,"4,7 tỷ",4.7,50.5,93069307.0,Quận Tân Bình,"Hẻm 207/2 Nguyễn Phúc Chu, Phường 15, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/131616759.htm,2026-04-27T20:00:03.010685
"Sổ riêng nhà đẹp gần mặt tiền lớn 6x8,1 lầu 3PN, 2WC trên dưới lầu ","3,15 tỷ",3.15,48.0,65625000.0,Huyện Bình Chánh,"Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/132073022.htm,2026-04-27T20:00:03.010685
🔥NGAY GA METRO BÌNH THÁI  -50M2- 2PN 2WC-CHỈ 2.65 TỶ,"2,65 tỷ",2.65,30.0,88333333.0,Thành phố Thủ Đức,"Đường số 2, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132062544.htm,2026-04-27T20:00:03.010685
EM BÁN NHÀ PHỐ MẶT TIỀN KINH DOANH LOVERAPARK KHANG ĐIỀN BÌNH CHÁNH,"8,3 tỷ",8.3,75.0,110666667.0,Huyện Bình Chánh,"đường 19 , Xã Bình Hưng, Huyện Bình Chánh",land,chotot.com,https://nha.chotot.com/131762136.htm,2026-04-27T20:00:03.010685
BÁN ĐẤT KDC CHỢ BÌNH ĐIỀN – VỊ TRÍ CHIẾN LƯỢC – FULL THỔ CƯ,5 tỷ,5.0,110.0,45454545.0,Quận 8,"Đường Quản Trọng Linh, Phường 7, Quận 8",other,chotot.com,https://nha.chotot.com/132073005.htm,2026-04-27T20:00:03.010685
EM BÁN NHÀ FULL NỘI THẤT KDC LOVERAPARK KHANG ĐIỀN BÌNH CHÁNH,"16,5 tỷ",16.5,165.0,100000000.0,Huyện Bình Chánh,"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/131927114.htm,2026-04-27T20:00:03.010685
Nhà Cấp 4 Vào Ở Ngay Hiệp Bình Phước Thủ Đức Ngày Vạn Phúc CiTy,"5,1 tỷ",5.1,82.0,62195122.0,Thành phố Thủ Đức,"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132047088.htm,2026-04-27T20:00:03.010685
"BÁN NHÀ DIỆN TÍCH 6,5M x 20M . CẤP 4 CÓ 2 PHÒNG NGỦ 2 TOLET NGAY METRO","3,58 tỷ",3.58,100.0,35800000.0,Quận 12,"Đường Thới An 4, Phường Thới An, Quận 12",house,chotot.com,https://nha.chotot.com/132056722.htm,2026-04-27T20:00:03.010685
"Giảm 500tr, Bán Gấp Nhà THÍCH Q. ĐỨC, PN. Đi 25m Ra HXH","6,5 tỷ",6.5,54.0,120370370.0,Quận Phú Nhuận,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận",house,chotot.com,https://nha.chotot.com/127910581.htm,2026-04-27T20:00:03.010685
"BÁN NHÀ NHÀ 2 MẶT TIỀN – PHAN TÔN, TÂN ĐỊNH, Q.1","16,5 tỷ",16.5,55.2999,298373053.0,Quận 1,"Đường Phan Tôn, Phường Đa Kao, Quận 1",house,chotot.com,https://nha.chotot.com/132072957.htm,2026-04-27T20:00:03.010685
BÁN NHÀ SỔ HỒNG RIÊNG HXH HUỲNH TẤN PHÁT NHÀ BÈ 4X13M GIÁ 6 TỶ 349 TR.,"6,349 tỷ",6.35,52.0,122115385.0,Huyện Nhà Bè,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/131538578.htm,2026-04-27T20:00:03.010685
Đất Tô Ngọc Vân- đường thông xe tải-,"4,05 tỷ",4.05,68.0,59558824.0,Quận 12,"Tô Ngọc Vân, Phường Thới An, Quận 12",other,chotot.com,https://nha.chotot.com/131851570.htm,2026-04-27T20:00:03.010685
"NHÀ 3 LẦU ĐƯỜNG 10. DT: 4,2M X 15M, GẦN NGÃ TƯ BÌNH PHƯỚC, P. HBP","7,2 tỷ",7.2,61.0,118032787.0,Thành phố Thủ Đức,"Đường số 10, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132072958.htm,2026-04-27T20:00:03.010685
Mặt Tiền Tân Phú – 4x15.5m Nở Hậu – 3PN – Kinh Doanh Tốt – 7 Tỷ,7 tỷ,7.0,62.0,112903226.0,Quận Tân Phú,"Đường Lê Đại, Phường Phú Thọ Hòa, Quận Tân Phú",house,chotot.com,https://nha.chotot.com/132060554.htm,2026-04-27T20:00:03.010685
ĐẤT MT TL37 Q12 - 127M² - VIEW KÊNH - KHU BIỆT THỰ,"5,6 tỷ",5.6,127.0,44094488.0,Quận 12,"Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12",villa,chotot.com,https://nha.chotot.com/132052549.htm,2026-04-27T20:00:03.010685
"Chủ bán gấp nhà vị trí đẹp, KDCHH, ra Liên Ấp 2-6 100m 3,8x12 2tỷ050TL","2,05 tỷ",2.05,45.5999,44956239.0,Huyện Bình Chánh,"Đường Liên Ấp 6-2, Xã Vĩnh Lộc A, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/132060590.htm,2026-04-27T20:00:03.010685
Nhà Quận 7 - 108m2 - dòng tiền 30tr/tháng,12 tỷ,12.0,108.0,111111111.0,Quận 7,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7",house,chotot.com,https://nha.chotot.com/132047350.htm,2026-04-27T20:00:03.010685
BÁN NHÀ 177 PHẠM VĂN ĐỒNG,"12,5 tỷ",12.5,50.0,250000000.0,Quận Gò Vấp,"177 PHẠM VĂN ĐỒNG, Phường 3, Quận Gò Vấp",house,chotot.com,https://nha.chotot.com/132072920.htm,2026-04-27T20:00:03.010685
Nhà 1 lầu gần chợ Liên ấp 1.2.3. Vĩnh lộc b,"1,2 tỷ",1.2,25.0,48000000.0,Huyện Bình Chánh,"Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/132054547.htm,2026-04-27T20:00:03.010685
"Bán nhà 52.1 m2 Đ.xóm chiếu chỉ 4.1m2, đi Tôn Đản, Khánh hội.","4,1 tỷ",4.1,52.0998,78695120.0,Quận 4,"Đường Xóm Chiếu, Phường 15, Quận 4",house,chotot.com,https://nha.chotot.com/132059725.htm,2026-04-27T20:00:03.010685
Mặt Tiền Lý Thường Kiệt - Ngang 5.8m - 3 Tầng - 120m2 - 11.5 tỷ,"11,5 tỷ",11.5,120.0,95833333.0,Huyện Hóc Môn,"Đường Lý Thường Kiệt, Thị trấn Hóc Môn, Huyện Hóc Môn",house,chotot.com,https://nha.chotot.com/132022282.htm,2026-04-27T20:00:03.010685
"Mặt tiền HT18. 5,3m nở hậu 5,6mx25m. Dòng tiền 17 triệu/tháng","8,75 tỷ",8.75,133.0,65789474.0,Quận 12,"Đường Nguyễn Thị Thơi, Phường Hiệp Thành, Quận 12",house,chotot.com,https://nha.chotot.com/131459473.htm,2026-04-27T20:00:03.010685
NHÀ ĐẸP MỚI XÂY –  QUỐC LỘ 13 – HIỆP BÌNH PHƯỚC,"6,8 tỷ",6.8,52.0,130769231.0,Thành phố Thủ Đức,"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132058832.htm,2026-04-27T20:00:03.010685
Siêu Phẩm 4 tầng Hồ Cái Koi Hẻm nhựa 7m Thạnh Xuân 25,"6,89 tỷ",6.89,60.0,114833333.0,Quận 12,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12",house,chotot.com,https://nha.chotot.com/130155310.htm,2026-04-27T20:00:03.010685
BÁN ĐẤT NÊN XÂY BIỆT THỰ DỰ ÁN SADECO NGHỈ NGƠI GIẢI TRÍ TÂN PHONG,30 tỷ,30.0,250.0,120000000.0,Quận 7,"số 12, Phường Tân Phong, Quận 7",villa,chotot.com,https://nha.chotot.com/132072892.htm,2026-04-27T20:00:03.010685
CHÍNH CHỦ BÁN GẤP MT TRẦN VĂN CHẨM 10 x 38 FULL THỔ CƯ,"6,9 tỷ",6.9,380.0,18157895.0,Huyện Củ Chi,"Đường Trần Văn Chầm, Xã Phước Vĩnh An, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131810510.htm,2026-04-27T20:00:03.010685
"NHÀ NGUYÊN CĂN 1 TRỆT, 1 LẦU, 2PN, 2WC FULL NỘI THẤT","1,3 tỷ",1.3,21.0,61904762.0,Thành phố Thủ Đức,"Đường Số 3, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức",house,chotot.com,https://nha.chotot.com/132006978.htm,2026-04-27T20:00:03.010685
"571/10/12 Phạm V Bạch, P.15, 1L, = 68tr/m2 - 5x20m","6,65 tỷ",6.65,96.0,69270833.0,Quận Tân Bình,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình",house,chotot.com,https://nha.chotot.com/130548856.htm,2026-04-27T20:00:03.010685
Bán nhà chính chủ,999 triệu,1.0,27.0,37037037.0,Quận 12,"Thạnh Xuân 38, Phường Thới An, Quận 12",house,chotot.com,https://nha.chotot.com/129224470.htm,2026-04-27T20:00:03.010685
Bán nhà 4x16m 1 trệt lửng 3 lầu 5PN 6WC full nội thất - Hẻm 8m Gò Xoai,"8,9 tỷ",8.9,64.0,139062500.0,Quận Bình Tân,"Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân",house,chotot.com,https://nha.chotot.com/132051515.htm,2026-04-27T20:00:03.010685
🟢 Nhà 1 Lầu Hẻm Thẳng Cách MT 20m Hưng Phú ( 3 PN ),"4,98 tỷ",4.98,39.5,126075949.0,Quận 8,"Đường Hưng Phú, Phường 8, Quận 8",house,chotot.com,https://nha.chotot.com/132051778.htm,2026-04-27T20:00:03.010685
"✅ Nhà Mặt Tiền Đông Thạnh 6-1 – Gần Chợ, Nhà Thờ – SHR – Giá 3,4 Tỷ","3,4 tỷ",3.4,44.7999,75893027.0,Huyện Hóc Môn,"Đường Trịnh Thị Dối, Xã Đông Thạnh, Huyện Hóc Môn",house,chotot.com,https://nha.chotot.com/131244169.htm,2026-04-27T20:00:03.010685
"Nhà mới xây xong , 1 trệt , 1 lầu ,Hẻm xe hơi .Long Hậu",950 triệu,0.95,30.0,31666667.0,Huyện Nhà Bè,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè",house,chotot.com,https://nha.chotot.com/131713065.htm,2026-04-27T20:00:03.010685
🔥 85TR/M² MUA CĂN HỘ VIEW SÔNG PHÚ MỸ HƯNG – CHỈ TRẢ 10%,6 tỷ,6.0,70.0,85714286.0,Quận 7,"7, Phường Tân Phú, Quận 7",apartment,chotot.com,https://nha.chotot.com/131331644.htm,2026-04-27T20:00:03.010685
"CHỈ 2.75 TỶ, CHUNG CƯ TẦNG 2 RỘNG 60M2, 2PN, SỔ HỒNG RIÊNG, QUẬN 10","2,75 tỷ",2.75,60.0,45833333.0,Quận 10,"Đường Lý Thường Kiệt, Phường 14, Quận 10",apartment,chotot.com,https://nha.chotot.com/132056739.htm,2026-04-27T20:00:03.010685
HIẾM! ĐẤT ĐẸP 64M² – GẦN TRƯỜNG HOÀNG VĂN THỤ – BÌNH TÂN ,"3,15 tỷ",3.15,64.0,49218750.0,Quận Bình Tân,"Đường Số 6, Phường Bình Hưng Hoà B, Quận Bình Tân",other,chotot.com,https://nha.chotot.com/132072829.htm,2026-04-27T20:00:03.010685
NHÀ ĐẸP NGUYỄN ĐÌNH CHIỂU Q.3- HẺM 4M OTO TỚI CỬA- ĐẤT VÀNG- HƠN 6 TỶ,"6,2 tỷ",6.2,27.0,229629630.0,Quận 3,"Nguyễn Đình Chiểu, Phường 1, Quận 3",house,chotot.com,https://nha.chotot.com/132072830.htm,2026-04-27T20:00:03.010685
Nhà Bán . Mặt tiền đường DT 4m46x28 . nở hậu 4m48,"7,5 tỷ",7.5,55.5,135135135.0,Huyện Bình Chánh,"Đường Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh",house,chotot.com,https://nha.chotot.com/131745268.htm,2026-04-27T20:00:03.010685
"Biệt thự, 2 mặt tiền, 5 tầng, hẻm xe hơi giảm giá mạnh, Tân Bình",45 tỷ,45.0,303.8999,148075073.0,Quận Tân Bình,"Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình",villa,chotot.com,https://nha.chotot.com/132016738.htm,2026-04-27T20:00:03.010685
ĐẤT NGỢPcần bán gấp đường Lưu Khai Hồng 10x26FULL thổ cư GIÁ 540 TRIỆU,540 triệu,0.54,260.0,2076923.0,Huyện Củ Chi,"Đường Lưu Khai Hồng, Thị trấn Củ Chi, Huyện Củ Chi",other,chotot.com,https://nha.chotot.com/131430683.htm,2026-04-27T20:00:03.010685
